hex_ident,altitude(feet),latitude,longitude,date,time,angle,distance(nauticalmile),squawk,ground_speed(knotph),track,callsign
40631C,14525,53.65947,-1.43819,2017/09/11,17:02:06.418,-120.77,11.27,6276,299,283,
40631C,14525,53.65956,-1.43921,2017/09/11,17:02:06.875,-120.64,11.3,6276,299,283,
40631C,14500,53.65979,-1.44066,2017/09/11,17:02:07.342,-120.43,11.32,6276,299,283,EZY63BT 
40631C,14475,53.66025,-1.44447,2017/09/11,17:02:09.238,-119.94,11.4,6276,299,283,EZY63BT 
40631C,14475,53.66044,-1.44591,2017/09/11,17:02:09.825,-119.75,11.43,6276,299,283,EZY63BT 
40631C,14450,53.66030,-1.44462,2017/09/11,17:02:10.289,-119.91,11.4,6276,299,283,EZY63BT 
40631C,14450,53.66072,-1.44793,2017/09/11,17:02:10.684,-119.49,11.47,6276,299,283,EZY63BT 
40631C,14450,53.66089,-1.44941,2017/09/11,17:02:11.202,-119.31,11.51,6276,299,283,EZY63BT 
40631C,14425,53.66114,-1.45133,2017/09/11,17:02:12.186,-119.06,11.55,6276,299,283,EZY63BT 
40631C,14400,53.66148,-1.45373,2017/09/11,17:02:13.168,-118.76,11.6,6276,299,283,EZY63BT 
40631C,14400,53.66179,-1.45609,2017/09/11,17:02:14.220,-118.47,11.65,6276,299,283,EZY63BT 
40631C,14350,53.66254,-1.46197,2017/09/11,17:02:16.841,-117.77,11.78,6276,299,283,EZY63BT 
40631C,14325,53.66300,-1.46530,2017/09/11,17:02:18.286,-117.38,11.85,6276,299,283,EZY63BT 
40631C,14325,53.66309,-1.46636,2017/09/11,17:02:18.741,-117.26,11.87,6276,299,283,EZY63BT 
40631C,14300,53.66295,-1.46503,2017/09/11,17:02:19.263,-117.41,11.84,6276,299,283,EZY63BT 
40631C,14300,53.66342,-1.46878,2017/09/11,17:02:19.852,-116.98,11.93,6276,299,283,EZY63BT 
40631C,14275,53.66396,-1.47272,2017/09/11,17:02:21.619,-116.54,12.01,6276,299,283,EZY63BT 
40631C,14225,53.66449,-1.47710,2017/09/11,17:02:23.390,-116.07,12.12,6276,299,283,EZY63BT 
40631C,14225,53.66463,-1.47798,2017/09/11,17:02:23.784,-115.97,12.14,6276,299,283,EZY63BT 
40631C,14175,53.66551,-1.48480,2017/09/11,17:02:26.734,-115.25,12.29,6276,299,283,EZY63BT 
40631C,14175,53.66565,-1.48582,2017/09/11,17:02:27.259,-115.14,12.32,6276,299,283,EZY63BT 
40631C,14150,53.66579,-1.48719,2017/09/11,17:02:27.781,-115.01,12.35,6276,299,283,EZY63BT 
40631C,14125,53.66629,-1.49108,2017/09/11,17:02:29.553,-114.62,12.44,6276,299,283,EZY63BT 
40631C,14125,53.66643,-1.49210,2017/09/11,17:02:30.008,-114.51,12.47,6276,299,283,EZY63BT 
40631C,14100,53.66670,-1.49398,2017/09/11,17:02:30.798,-114.32,12.51,6276,299,283,EZY63BT 
40631C,14100,53.66675,-1.49453,2017/09/11,17:02:31.320,-114.27,12.53,6276,299,283,EZY63BT 
40631C,14075,53.66711,-1.49744,2017/09/11,17:02:32.432,-113.99,12.6,6276,299,283,EZY63BT 
40631C,13925,53.66968,-1.51729,2017/09/11,17:02:41.216,-112.18,13.09,6276,298,283,EZY63BT 
40631C,13825,53.67169,-1.53275,2017/09/11,17:02:47.967,-110.89,13.49,6276,298,283,EZY63BT 
4009C7,36000,53.45100,-1.56955,2017/09/11,17:03:48.324,-134.51,24.03,,,,
4009C7,36025,53.89157,-1.98247,2017/09/11,17:07:58.199,-82.12,28.04,,436,331,
4009C7,36000,53.89476,-1.98546,2017/09/11,17:08:00.032,-81.91,28.18,,436,331,
406133,25450,54.24110,-2.12625,2017/09/11,17:08:22.648,-62.7,42.16,,404,192,
406133,25525,54.23531,-2.12828,2017/09/11,17:08:24.803,-63.05,42,,404,192,
4009C7,36000,54.02380,-2.10820,2017/09/11,17:09:13.632,-74.71,34.73,,436,331,
406133,27500,54.11176,-2.17117,2017/09/11,17:09:29.947,-70.64,39.07,2272,404,192,
406133,27525,54.11014,-2.17168,2017/09/11,17:09:30.930,-70.74,39.03,2272,426,191,EZY6429 
406133,27575,54.10720,-2.17263,2017/09/11,17:09:32.502,-70.92,38.98,2272,426,191,EZY6429 
4009C7,36000,54.12451,-2.20456,2017/09/11,17:10:10.778,-70.56,40.46,5435,436,331,
4009C7,36000,54.12764,-2.20769,2017/09/11,17:10:12.608,-70.45,40.65,5435,436,331,SHT8U   
4009C7,36000,54.13293,-2.21272,2017/09/11,17:10:15.562,-70.26,40.96,5435,436,331,SHT8U   
4009C7,36000,54.13641,-2.21610,2017/09/11,17:10:17.526,-70.13,41.17,5435,437,331,SHT8U   
4009C7,36000,54.13816,-2.21778,2017/09/11,17:10:18.502,-70.07,41.27,5435,437,331,SHT8U   
4009C7,36000,54.14415,-2.22355,2017/09/11,17:10:22.046,-69.86,41.63,5435,437,331,SHT8U   
4009C7,36000,54.16374,-2.24254,2017/09/11,17:10:33.187,-69.2,42.8,5435,435,331,SHT8U   
4009C7,36000,54.16898,-2.24759,2017/09/11,17:10:36.201,-69.03,43.12,5435,435,331,SHT8U   
4009C7,36000,54.17037,-2.24889,2017/09/11,17:10:37.049,-68.98,43.2,5435,435,331,SHT8U   
4009C7,36000,54.18045,-2.25863,2017/09/11,17:10:42.696,-68.66,43.81,5435,433,331,SHT8U   
4009C7,36000,54.18187,-2.25997,2017/09/11,17:10:43.607,-68.61,43.89,5435,433,331,SHT8U   
4009C7,36000,54.18393,-2.26201,2017/09/11,17:10:44.718,-68.55,44.02,5435,433,331,SHT8U   
4009C7,36000,54.18535,-2.26334,2017/09/11,17:10:45.635,-68.5,44.11,5435,433,331,SHT8U   
451D87,12450,53.57455,-1.27708,2017/09/11,17:10:56.841,-163.23,13.13,,,,
451D87,12400,53.57442,-1.28014,2017/09/11,17:10:57.889,-162.53,13.16,2231,,,
451D87,12350,53.57432,-1.28306,2017/09/11,17:10:58.871,-161.87,13.19,2231,378,267,
451D87,12300,53.57432,-1.28330,2017/09/11,17:10:59.924,-161.81,13.19,2231,377,266,
451D87,12250,53.57405,-1.28925,2017/09/11,17:11:00.973,-160.48,13.25,2231,377,266,
451D87,12150,53.57378,-1.29521,2017/09/11,17:11:03.007,-159.17,13.31,2231,377,266,
451D87,12000,53.57336,-1.30423,2017/09/11,17:11:06.087,-157.24,13.41,2231,377,266,
4009C7,35800,54.23190,-2.30831,2017/09/11,17:11:12.307,-67.11,46.95,5435,433,331,SHT8U   
4009C7,35750,54.23713,-2.31335,2017/09/11,17:11:15.321,-66.96,47.27,5435,433,331,SHT8U   
4009C7,35725,54.23886,-2.31505,2017/09/11,17:11:16.307,-66.91,47.38,5435,432,331,SHT8U   
4009C7,35700,54.24234,-2.31835,2017/09/11,17:11:18.466,-66.82,47.59,5435,432,331,SHT8U   
4009C7,35625,54.25095,-2.32676,2017/09/11,17:11:23.315,-66.58,48.13,5435,431,331,SHT8U   
4009C7,35600,54.25406,-2.32981,2017/09/11,17:11:25.217,-66.5,48.32,5435,431,331,SHT8U   
451D87,11200,53.57030,-1.36591,2017/09/11,17:11:28.037,-145.69,14.29,2231,377,266,
4CAA11,19775,53.84758,-1.82914,2017/09/11,17:11:29.805,-84.4,22.22,,,,
4CAA11,19275,53.87480,-1.79854,2017/09/11,17:11:50.710,-81.38,21.47,7440,336,33,RYR6NV  
4CAA11,19250,53.87560,-1.79764,2017/09/11,17:11:51.299,-81.29,21.45,7440,336,33,RYR6NV  
4CAA11,19225,53.87612,-1.79707,2017/09/11,17:11:51.826,-81.23,21.44,7440,336,33,RYR6NV  
4CAA11,19225,53.87663,-1.79651,2017/09/11,17:11:52.281,-81.17,21.43,7440,336,33,RYR6NV  
4CAA11,18825,53.89838,-1.77351,2017/09/11,17:12:08.729,-78.58,21,7440,335,33,RYR6NV  
4CAA11,18775,53.90191,-1.77033,2017/09/11,17:12:11.417,-78.16,20.96,7440,335,33,RYR6NV  
4CAA11,18750,53.90327,-1.76919,2017/09/11,17:12:12.273,-78,20.95,7440,332,27,RYR6NV  
4CAA11,18725,53.90465,-1.76799,2017/09/11,17:12:13.322,-77.83,20.94,7440,332,27,RYR6NV  
4CAA11,18600,53.91243,-1.76193,2017/09/11,17:12:19.022,-76.9,20.89,7440,329,24,RYR6NV  
4CAA11,18575,53.91380,-1.76095,2017/09/11,17:12:20.002,-76.73,20.89,7440,329,23,RYR6NV  
4CAA11,18550,53.91495,-1.76009,2017/09/11,17:12:20.852,-76.6,20.89,7440,329,23,RYR6NV  
4CAA11,18525,53.91578,-1.75951,2017/09/11,17:12:21.317,-76.5,20.88,7440,329,23,RYR6NV  
4CAA11,18525,53.91634,-1.75919,2017/09/11,17:12:21.836,-76.43,20.89,7440,329,23,RYR6NV  
4CAA11,18475,53.91943,-1.75711,2017/09/11,17:12:23.874,-76.06,20.88,7440,329,23,RYR6NV  
4CAA11,18400,53.92342,-1.75460,2017/09/11,17:12:26.756,-75.59,20.89,7440,326,20,RYR6NV  
4CAA11,18375,53.92481,-1.75377,2017/09/11,17:12:27.867,-75.42,20.9,7440,326,20,RYR6NV  
4CAA11,18325,53.92795,-1.75193,2017/09/11,17:12:30.095,-75.05,20.91,7440,325,18,RYR6NV  
4CAA11,18300,53.92937,-1.75111,2017/09/11,17:12:31.076,-74.88,20.92,7440,325,18,RYR6NV  
451D87,10200,53.56179,-1.51280,2017/09/11,17:12:31.541,-128.14,17.42,2231,377,266,
4CAA11,18225,53.93510,-1.74820,2017/09/11,17:12:35.073,-74.21,20.96,7440,323,16,RYR6NV  
4CAA11,18200,53.93682,-1.74739,2017/09/11,17:12:36.126,-74.02,20.98,7440,321,15,RYR6NV  
4CAA11,18175,53.93971,-1.74618,2017/09/11,17:12:38.286,-73.68,21.01,7440,321,14,RYR6NV  
400B26,11250,53.73841,-1.60796,2017/09/11,17:12:38.678,-97.66,14.47,3472,335,129,EXS347  
4CAA11,18100,53.94431,-1.74456,2017/09/11,17:12:41.496,-73.16,21.08,7440,319,13,RYR6NV  
4CAA11,18050,53.94892,-1.74343,2017/09/11,17:12:44.514,-72.66,21.17,7440,317,10,RYR6NV  
400B26,11475,53.73241,-1.59576,2017/09/11,17:12:44.641,-98.81,14.13,3472,335,129,EXS347  
4CAA11,18050,53.95009,-1.74327,2017/09/11,17:12:45.428,-72.53,21.19,7440,313,5,RYR6NV  
451D87,9600,53.55984,-1.54326,2017/09/11,17:12:46.543,-125.75,18.2,2231,377,266,
4CAA11,18025,53.95293,-1.74303,2017/09/11,17:12:47.397,-72.23,21.26,7440,311,3,RYR6NV  
400B26,11600,53.72951,-1.58972,2017/09/11,17:12:47.658,-99.39,13.97,3472,342,130,EXS347  
451D87,9525,53.55956,-1.54721,2017/09/11,17:12:48.509,-125.46,18.3,2231,263,264,
4CAA11,17975,53.95581,-1.74295,2017/09/11,17:12:49.296,-71.94,21.34,7440,310,1,RYR6NV  
4CAA11,17950,53.95779,-1.74298,2017/09/11,17:12:50.737,-71.74,21.4,7440,309,,RYR6NV  
4CAA11,17950,53.95834,-1.74298,2017/09/11,17:12:51.261,-71.68,21.41,7440,309,,RYR6NV  
4CAA11,17925,53.96008,-1.74314,2017/09/11,17:12:52.373,-71.51,21.47,7440,308,359,RYR6NV  
4CAA11,17925,53.96063,-1.74314,2017/09/11,17:12:52.833,-71.46,21.48,7440,308,359,RYR6NV  
4CAA11,17900,53.96149,-1.74319,2017/09/11,17:12:53.297,-71.37,21.51,7440,308,359,RYR6NV  
4CAA11,17900,53.96205,-1.74327,2017/09/11,17:12:53.750,-71.32,21.53,7440,307,358,RYR6NV  
4CAA11,17900,53.96261,-1.74327,2017/09/11,17:12:54.211,-71.26,21.54,7440,307,358,RYR6NV  
4CAA11,17875,53.96433,-1.74343,2017/09/11,17:12:55.264,-71.09,21.6,7440,307,358,RYR6NV  
4CAA11,17850,53.96571,-1.74361,2017/09/11,17:12:56.309,-70.96,21.64,7440,307,358,RYR6NV  
4CAA11,17775,53.97225,-1.74424,2017/09/11,17:13:01.028,-70.33,21.85,7440,306,357,RYR6NV  
4CAA11,17775,53.97363,-1.74439,2017/09/11,17:13:02.074,-70.2,21.9,7440,306,357,RYR6NV  
4CAA11,17750,53.97478,-1.74447,2017/09/11,17:13:02.864,-70.09,21.94,7440,306,357,RYR6NV  
4CAA11,17725,53.97620,-1.74465,2017/09/11,17:13:03.847,-69.95,21.98,7440,306,357,RYR6NV  
451D87,8925,53.55753,-1.57913,2017/09/11,17:13:04.239,-123.28,19.15,2231,263,264,
4CAA11,17725,53.97762,-1.74479,2017/09/11,17:13:04.892,-69.82,22.03,7440,306,357,RYR6NV  
4CAA11,17700,53.97900,-1.74497,2017/09/11,17:13:05.814,-69.69,22.08,7440,306,357,RYR6NV  
4CAA11,17675,53.98041,-1.74510,2017/09/11,17:13:06.857,-69.55,22.13,7440,306,357,RYR6NV  
4CAA11,17675,53.98184,-1.74521,2017/09/11,17:13:07.841,-69.42,22.17,7440,306,357,RYR6NV  
4CAA11,17650,53.98270,-1.74534,2017/09/11,17:13:08.300,-69.34,22.21,7440,305,357,RYR6NV  
4CAA11,17650,53.98325,-1.74541,2017/09/11,17:13:08.759,-69.28,22.22,7440,305,357,RYR6NV  
4CAA11,17625,53.98439,-1.74549,2017/09/11,17:13:09.675,-69.18,22.26,7440,305,357,RYR6NV  
4CAA11,17625,53.98579,-1.74570,2017/09/11,17:13:10.659,-69.05,22.31,7440,305,357,RYR6NV  
400B26,12450,53.70461,-1.54185,2017/09/11,17:13:11.247,-104.98,12.85,3472,346,137,EXS347  
4CAA11,17600,53.98718,-1.74581,2017/09/11,17:13:11.642,-68.91,22.36,7440,305,357,RYR6NV  
4CAA11,17575,53.98859,-1.74594,2017/09/11,17:13:12.689,-68.78,22.41,7440,305,357,RYR6NV  
400B26,12550,53.70016,-1.53589,2017/09/11,17:13:14.924,-106,12.77,3472,344,143,EXS347  
4CAA11,17525,53.99226,-1.74636,2017/09/11,17:13:15.245,-68.44,22.54,7440,305,357,RYR6NV  
4CAA11,17525,53.99310,-1.74642,2017/09/11,17:13:15.710,-68.36,22.57,7440,305,357,RYR6NV  
4CAA11,17500,53.99422,-1.74658,2017/09/11,17:13:16.558,-68.26,22.61,7440,305,357,RYR6NV  
400B26,12650,53.69756,-1.53275,2017/09/11,17:13:16.820,-106.59,12.74,3472,343,144,EXS347  
4CAA11,17500,53.99565,-1.74675,2017/09/11,17:13:17.606,-68.13,22.66,7440,305,357,RYR6NV  
400B26,12675,53.69655,-1.53157,2017/09/11,17:13:17.611,-106.82,12.73,3472,341,146,EXS347  
4CAA11,17450,53.99844,-1.74698,2017/09/11,17:13:19.635,-67.87,22.76,7440,304,357,RYR6NV  
400B26,12825,53.69330,-1.52812,2017/09/11,17:13:20.093,-107.55,12.71,3472,340,147,EXS347  
4CAA11,17450,53.99985,-1.74715,2017/09/11,17:13:20.618,-67.74,22.81,7440,304,357,RYR6NV  
400B26,12875,53.69191,-1.52678,2017/09/11,17:13:21.077,-107.86,12.7,3472,338,147,EXS347  
4CAA11,17425,54.00124,-1.74730,2017/09/11,17:13:21.537,-67.61,22.86,7440,304,357,RYR6NV  
400B26,12925,53.69124,-1.52592,2017/09/11,17:13:21.606,-108.02,12.69,3472,338,147,EXS347  
400B26,12950,53.69069,-1.52522,2017/09/11,17:13:22.064,-108.15,12.69,3472,338,147,EXS347  
4CAA11,17400,54.00264,-1.74747,2017/09/11,17:13:22.590,-67.49,22.91,7440,304,357,RYR6NV  
400B26,12975,53.68986,-1.52435,2017/09/11,17:13:22.650,-108.34,12.68,3472,338,147,EXS347  
4CAA11,17400,54.00348,-1.74753,2017/09/11,17:13:23.115,-67.41,22.94,7440,304,357,RYR6NV  
4CAA11,17375,54.00544,-1.74780,2017/09/11,17:13:24.684,-67.23,23.01,7440,304,357,RYR6NV  
4CAA11,17350,54.00711,-1.74796,2017/09/11,17:13:25.795,-67.08,23.07,7440,303,357,RYR6NV  
4CAA11,17325,54.00851,-1.74808,2017/09/11,17:13:26.784,-66.95,23.12,7440,303,357,RYR6NV  
400B26,13250,53.68348,-1.51765,2017/09/11,17:13:27.433,-109.82,12.66,3472,338,147,EXS347  
400B26,13300,53.68246,-1.51644,2017/09/11,17:13:28.223,-110.07,12.66,3472,338,147,EXS347  
4CAA11,17300,54.01107,-1.74836,2017/09/11,17:13:28.618,-66.72,23.22,7440,303,357,RYR6NV  
400B26,13350,53.68108,-1.51509,2017/09/11,17:13:29.336,-110.39,12.66,3472,339,147,EXS347  
4CAA11,17275,54.01270,-1.74852,2017/09/11,17:13:29.669,-66.58,23.28,7440,303,357,RYR6NV  
400B26,13400,53.67990,-1.51369,2017/09/11,17:13:30.319,-110.67,12.65,3472,339,147,EXS347  
4CAA11,17250,54.01524,-1.74879,2017/09/11,17:13:31.504,-66.35,23.38,7440,302,357,RYR6NV  
4CAA11,17225,54.01661,-1.74893,2017/09/11,17:13:32.486,-66.23,23.43,7440,302,357,RYR6NV  
4CAA11,17200,54.01773,-1.74901,2017/09/11,17:13:33.465,-66.13,23.47,7440,301,357,RYR6NV  
400B26,13575,53.67476,-1.50842,2017/09/11,17:13:34.055,-111.9,12.66,3472,339,147,EXS347  
4CAA11,17150,54.02164,-1.74941,2017/09/11,17:13:36.089,-65.78,23.62,7440,301,357,RYR6NV  
400B26,13675,53.67215,-1.50544,2017/09/11,17:13:36.091,-112.55,12.66,3472,341,147,EXS347  
4CAA11,17150,54.02303,-1.74957,2017/09/11,17:13:37.133,-65.66,23.67,7440,301,357,RYR6NV  
400B26,13725,53.67077,-1.50408,2017/09/11,17:13:37.140,-112.88,12.66,3472,341,147,EXS347  
400B26,13750,53.66995,-1.50324,2017/09/11,17:13:37.724,-113.08,12.67,3472,341,147,EXS347  
4CAA11,17125,54.02412,-1.74965,2017/09/11,17:13:37.989,-65.56,23.71,7440,301,357,RYR6NV  
400B26,13775,53.66940,-1.50254,2017/09/11,17:13:38.120,-113.23,12.67,3472,341,147,EXS347  
4CAA11,17100,54.02550,-1.74982,2017/09/11,17:13:38.969,-65.44,23.76,7440,300,357,RYR6NV  
4CAA11,17100,54.02692,-1.74997,2017/09/11,17:13:39.955,-65.32,23.82,7440,300,357,RYR6NV  
4CAA11,17075,54.02802,-1.75004,2017/09/11,17:13:40.874,-65.22,23.86,7440,300,357,RYR6NV  
4CAA11,17050,54.03021,-1.75028,2017/09/11,17:13:42.314,-65.03,23.95,7440,300,357,RYR6NV  
400B26,14050,53.66170,-1.49430,2017/09/11,17:13:43.818,-115.17,12.7,3472,342,147,EXS347  
4CAA11,17025,54.03216,-1.75046,2017/09/11,17:13:43.824,-64.86,24.02,7440,300,357,RYR6NV  
4CAA11,17025,54.03300,-1.75051,2017/09/11,17:13:44.342,-64.78,24.05,7440,300,357,RYR6NV  
400B26,14150,53.65929,-1.49171,2017/09/11,17:13:45.721,-115.78,12.72,3472,342,147,EXS347  
4CAA11,17000,54.03495,-1.75070,2017/09/11,17:13:45.724,-64.62,24.13,7440,300,357,RYR6NV  
4CAA11,16975,54.03551,-1.75078,2017/09/11,17:13:46.248,-64.57,24.15,7440,300,357,RYR6NV  
400B26,14175,53.65792,-1.49018,2017/09/11,17:13:46.708,-116.14,12.73,3472,345,147,EXS347  
4CAA11,16950,54.03745,-1.75099,2017/09/11,17:13:47.625,-64.4,24.23,7440,300,357,RYR6NV  
400B26,14225,53.65654,-1.48880,2017/09/11,17:13:47.691,-116.49,12.74,3472,345,147,EXS347  
4CAA11,16950,54.03826,-1.75103,2017/09/11,17:13:48.142,-64.33,24.26,7440,300,357,RYR6NV  
400B26,14275,53.65553,-1.48763,2017/09/11,17:13:48.540,-116.76,12.75,3472,345,147,EXS347  
4CAA11,16950,54.03882,-1.75111,2017/09/11,17:13:48.601,-64.28,24.28,7440,300,357,RYR6NV  
400B26,14325,53.65415,-1.48622,2017/09/11,17:13:49.391,-117.12,12.76,3472,346,147,EXS347  
4CAA11,16925,54.04074,-1.75130,2017/09/11,17:13:49.919,-64.12,24.36,7440,300,357,RYR6NV  
4CAA11,16925,54.04156,-1.75135,2017/09/11,17:13:50.507,-64.05,24.39,7440,300,357,RYR6NV  
400B26,14375,53.65257,-1.48453,2017/09/11,17:13:50.640,-117.53,12.77,3472,347,147,EXS347  
4CAA11,16900,54.04212,-1.75143,2017/09/11,17:13:51.030,-64,24.41,7440,300,357,RYR6NV  
4CAA11,16900,54.04298,-1.75153,2017/09/11,17:13:51.618,-63.93,24.45,7440,300,357,RYR6NV  
400B26,14500,53.64931,-1.48089,2017/09/11,17:13:53.122,-118.4,12.8,3472,347,147,EXS347  
4CAA11,16875,54.04573,-1.75177,2017/09/11,17:13:53.519,-63.69,24.56,7440,300,357,RYR6NV  
400B26,14550,53.64798,-1.47954,2017/09/11,17:13:54.172,-118.75,12.82,3472,347,147,EXS347  
4CAA11,16850,54.04683,-1.75193,2017/09/11,17:13:54.434,-63.6,24.6,7440,300,357,RYR6NV  
3982A8,35975,53.49673,-1.55378,2017/09/11,17:13:55.352,-131.65,21.43,,,,
4CAA11,16825,54.04822,-1.75200,2017/09/11,17:13:55.487,-63.48,24.66,7440,300,357,RYR6NV  
400B26,14650,53.64489,-1.47629,2017/09/11,17:13:56.274,-119.57,12.86,3472,348,147,EXS347  
4CAA11,16825,54.04962,-1.75216,2017/09/11,17:13:56.340,-63.36,24.71,7440,299,357,RYR6NV  
400B26,14675,53.64349,-1.47491,2017/09/11,17:13:57.251,-119.94,12.88,3472,348,147,EXS347  
4CAA11,16800,54.05072,-1.75224,2017/09/11,17:13:57.256,-63.27,24.76,7440,299,357,RYR6NV  
4CAA11,16800,54.05152,-1.75232,2017/09/11,17:13:57.843,-63.2,24.79,7440,299,357,RYR6NV  
400B26,14725,53.64249,-1.47374,2017/09/11,17:13:58.106,-120.22,12.89,3472,348,147,EXS347  
4CAA11,16775,54.05237,-1.75240,2017/09/11,17:13:58.368,-63.13,24.82,7440,299,357,RYR6NV  
400B26,14775,53.64107,-1.47233,2017/09/11,17:13:59.155,-120.59,12.91,3472,349,147,EXS347  
4CAA11,16775,54.05376,-1.75256,2017/09/11,17:13:59.289,-63.02,24.88,7440,299,357,RYR6NV  
4CAA11,16750,54.05511,-1.75271,2017/09/11,17:14:00.401,-62.91,24.94,7440,299,357,RYR6NV  
400B26,14875,53.63833,-1.46942,2017/09/11,17:14:01.122,-121.33,12.95,3472,349,147,EXS347  
3982A8,35975,53.50700,-1.56507,2017/09/11,17:14:01.379,-129.72,21.16,,445,327,BOS8022 
4CAA11,16725,54.05676,-1.75287,2017/09/11,17:14:01.517,-62.77,25,7440,299,357,RYR6NV  
400B26,14925,53.63730,-1.46821,2017/09/11,17:14:01.971,-121.62,12.97,3472,349,147,EXS347  
3982A8,35950,53.50872,-1.56701,2017/09/11,17:14:02.363,-129.4,21.12,,445,327,BOS8022 
4CAA11,16725,54.05818,-1.75297,2017/09/11,17:14:02.627,-62.65,25.06,7440,299,357,RYR6NV  
4CAA11,16700,54.05981,-1.75313,2017/09/11,17:14:03.739,-62.51,25.13,7440,298,357,RYR6NV  
4CAA11,16675,54.06093,-1.75321,2017/09/11,17:14:04.530,-62.42,25.17,7440,298,357,RYR6NV  
400B26,15125,53.63181,-1.46239,2017/09/11,17:14:05.905,-123.13,13.06,3472,350,147,EXS347  
4CAA11,16650,54.06340,-1.75350,2017/09/11,17:14:06.495,-62.22,25.28,7440,298,357,RYR6NV  
4CAA11,16625,54.06479,-1.75361,2017/09/11,17:14:07.480,-62.1,25.33,7440,298,357,RYR6NV  
4CAA11,16600,54.06754,-1.75385,2017/09/11,17:14:09.447,-61.88,25.45,7440,298,357,RYR6NV  
400B26,15325,53.62632,-1.45674,2017/09/11,17:14:09.835,-124.63,13.17,3472,351,148,EXS347  
4CAA11,16575,54.07028,-1.75410,2017/09/11,17:14:11.411,-61.65,25.56,7440,298,357,RYR6NV  
400B26,15425,53.62376,-1.45412,2017/09/11,17:14:11.609,-125.34,13.22,3472,351,148,EXS347  
4CAA11,16550,54.07164,-1.75428,2017/09/11,17:14:12.458,-61.55,25.62,7440,298,357,RYR6NV  
4CAA11,16550,54.07303,-1.75442,2017/09/11,17:14:13.372,-61.43,25.68,7440,298,357,RYR6NV  
400B26,15525,53.62082,-1.45084,2017/09/11,17:14:13.834,-126.18,13.28,3472,351,147,EXS347  
4CAA11,16525,54.07439,-1.75452,2017/09/11,17:14:14.428,-61.32,25.73,7440,298,357,RYR6NV  
4CAA11,16500,54.07578,-1.75466,2017/09/11,17:14:15.341,-61.21,25.79,7440,298,357,RYR6NV  
4CAA11,16500,54.07689,-1.75474,2017/09/11,17:14:16.193,-61.12,25.84,7440,298,357,RYR6NV  
4CAA11,16475,54.07852,-1.75490,2017/09/11,17:14:17.306,-60.99,25.91,7440,298,357,RYR6NV  
400B26,15850,53.61258,-1.44212,2017/09/11,17:14:19.864,-128.51,13.47,3472,352,147,EXS347  
3982A8,35975,53.54599,-1.60848,2017/09/11,17:14:24.252,-122.55,20.38,,445,327,BOS8022 
3982A8,35975,53.54941,-1.61224,2017/09/11,17:14:26.216,-121.94,20.32,5644,445,327,BOS8022 
3982A8,35975,53.55267,-1.61588,2017/09/11,17:14:28.118,-121.36,20.28,5644,440,327,BOS8022 
3982A8,35975,53.55560,-1.61931,2017/09/11,17:14:29.889,-120.84,20.24,5644,440,327,BOS8022 
400B26,16475,53.59612,-1.42493,2017/09/11,17:14:31.595,-133.2,13.91,3472,354,148,EXS347  
400B26,16800,53.58805,-1.41651,2017/09/11,17:14:37.422,-135.51,14.16,3472,354,148,EXS347  
400B26,16975,53.58394,-1.41206,2017/09/11,17:14:40.442,-136.71,14.29,3472,355,147,EXS347  
400B26,17000,53.58344,-1.41159,2017/09/11,17:14:40.961,-136.84,14.31,3472,355,147,EXS347  
AC2BBB,28475,54.29909,-2.13401,2017/09/11,17:14:47.977,-59.99,44.66,7211,462,192,N8833   
AC2BBB,28525,54.29495,-2.13551,2017/09/11,17:14:49.943,-60.23,44.53,7211,462,192,N8833   
AC2BBB,28600,54.28843,-2.13784,2017/09/11,17:14:53.085,-60.61,44.33,7211,462,192,N8833   
AC2BBB,28625,54.28633,-2.13854,2017/09/11,17:14:54.075,-60.73,44.26,7211,462,192,N8833   
400B26,17900,53.55937,-1.38549,2017/09/11,17:14:58.332,-143.82,15.17,3472,355,147,EXS347  
AC2BBB,28925,54.25589,-2.14924,2017/09/11,17:15:08.557,-62.52,43.35,7211,465,192,N8833   
AC2BBB,28975,54.24513,-2.15308,2017/09/11,17:15:13.669,-63.16,43.04,7211,465,192,N8833   
AC2BBB,28975,54.24261,-2.15395,2017/09/11,17:15:14.782,-63.31,42.97,7211,466,192,N8833   
AC2BBB,29000,54.20654,-2.16697,2017/09/11,17:15:31.953,-65.46,42.02,7211,466,192,N8833   
400D8D,15225,53.64712,-1.22094,2017/09/11,17:15:40.666,-175.52,8.57,,,,
AC2BBB,29000,54.18530,-2.17467,2017/09/11,17:15:42.109,-66.74,41.5,7211,466,192,N8833   
AC2BBB,29000,54.18109,-2.17623,2017/09/11,17:15:44.134,-66.99,41.4,7211,466,192,N8833   
AC2BBB,29000,54.17500,-2.17843,2017/09/11,17:15:46.959,-67.36,41.26,7211,466,192,N8833   
AC2BBB,29000,54.17307,-2.17909,2017/09/11,17:15:47.940,-67.48,41.22,7211,466,193,N8833   
AC2BBB,29000,54.16469,-2.18216,2017/09/11,17:15:51.868,-67.98,41.04,7211,466,193,N8833   
AC2BBB,29000,54.16046,-2.18369,2017/09/11,17:15:53.902,-68.24,40.94,7211,466,193,N8833   
AC2BBB,29000,54.13941,-2.19129,2017/09/11,17:16:03.801,-69.51,40.51,7211,466,193,N8833   
